"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1808728230037500091","Thu Jul 04 05:03:09 +0000 2024","3","Tuntutan publik menterinya supaya mundur.....eh lah dalah yg mundur kok dirjennya. Dirjen Aptika Kominfo Semuel Abrijani Mundur Buntut Serangan Ransomware Brain Cipher ke PDNS https://t.co/yO3xPPQOa3","1808728230037500091","","","in","","0","0","0","https://x.com/WongAlasRoban/status/1808728230037500091","1220019150585643009","WongAlasRoban"
"1808727801195033058","Thu Jul 04 05:01:26 +0000 2024","2","BREAKING NEWS - Dirjen Aptika Kominfo Mengundurkan Diri Usai PDN Diserang Ransomware https://t.co/GwYPJ8lYZo","1808727801195033058","","","in","jakarta,indonesia","0","0","0","https://x.com/mamankunjeri/status/1808727801195033058","168592955","mamankunjeri"
"1808727487926710304","Thu Jul 04 05:00:12 +0000 2024","26","Buntut serangan Ransomware pada Pusat Data Nasional hari ini seorang pejabat pemerintahan mundur dari jabatannya. Bukan bukan Menkominfo tapi Dirjen Aplikasi Informatika (Aptika) Semuel Abrijani Pangerapan. Penasaran profilnya? Intip aja nih. https://t.co/PrCaIuN6TD","1808727487926710304","https://pbs.twimg.com/media/GRnj92XbMAAJeLa.jpg","","in","","3","5","11","https://x.com/perupadata/status/1808727487926710304","1256115929923981317","perupadata"
"1808726905656651797","Thu Jul 04 04:57:53 +0000 2024","0","Apa ini keinginan netizen? Dirjen Aptika Kominfo Mengundurkan Diri Usai PDN Diserang Ransomware Baca Disini https://t.co/I8kecUNCHq https://t.co/BUY2NPyxaz","1808726905656651797","https://pbs.twimg.com/media/GRnjiGzbMAImD9v.jpg","","in","","0","0","0","https://x.com/kejadianviral24/status/1808726905656651797","1781235323793813504","kejadianviral24"
"1808726241786102124","Thu Jul 04 04:55:15 +0000 2024","0","Anak Buah Menteri Kominfo Budi Arie Mundur Buntut Serangan Ransomware ke PDNS https://t.co/5YLaLY9c1O https://t.co/5YLaLY9c1O","1808726241786102124","","","in","indonesia","0","0","0","https://x.com/posaktualcom/status/1808726241786102124","1636627729675337734","posaktualcom"
"1808725110377050290","Thu Jul 04 04:50:45 +0000 2024","0","Kominfo telah mencoba kunci dekripsi data Pusat Data Nasional Sementra (PDNS) 2 dari kelompok hacker Ransomware Brain Cipher namun tidak bisa dipastikan apakah kunci tsb dapat membuka data PDNS 2 sebab server yg berlokasi di Surabaya sedang diisolasi. https://t.co/SzPhzXYTC7.","1808725110377050290","","","in","California","0","0","0","https://x.com/FrankyTts/status/1808725110377050290","106247388","FrankyTts"
"1808724972749402311","Thu Jul 04 04:50:12 +0000 2024","0","Dirjen Aptika Kominfo Mengundurkan Diri Usai PDN Diserang Ransomware https://t.co/7gmLrtXc2Q","1808724972749402311","","","in","Indonesia","0","0","0","https://x.com/NakerNews1/status/1808724972749402311","1531483667692158976","NakerNews1"
"1808724076023984393","Thu Jul 04 04:46:38 +0000 2024","0","Satgas Ransomware dah pada kenyang Lord","1808724076023984393","","","in","","0","0","0","https://x.com/libccallpacks/status/1808724076023984393","51380667","libccallpacks"
"1808724068801392856","Thu Jul 04 04:46:37 +0000 2024","0","Direktur Jenderal Aptika Kominfo Semuel A. Pangerapan mundur dari jabatannya dan keputusan ini tidak terlepas dari kasus serangan ransomware Brain Cipher pada Pusat Data Nasional Sementara (PDNS) 2 https://t.co/CgrPOisqfX.","1808724068801392856","","","in","California","0","0","0","https://x.com/FrankyTts/status/1808724068801392856","106247388","FrankyTts"
"1808722923299221747","Thu Jul 04 04:42:04 +0000 2024","1","Anak Buah Menteri Kominfo Budi Arie Mundur Buntut Serangan Ransomware ke PDNS https://t.co/fMONhJC7qG","1808722923299221747","","","in","Indonesia","0","1","1","https://x.com/geloraco/status/1808722923299221747","3319260420","geloraco"
"1808719032276959305","Thu Jul 04 04:39:36 +0000 2024","0","@irwndfrry semua negara juga mengalami serangan ransomware tetapi mereka[negara lain]meminta maaf bahkan mundur kecuali anda yang bilang Alhamdulillah ","1808722306262556943","","irwndfrry","in","waduh masa dikasih tahu sih","0","0","0","https://x.com/WaduhAku/status/1808722306262556943","1498321793027035139","WaduhAku"
"1807695680741490830","Thu Jul 04 04:39:36 +0000 2024","0","@kemgelapan PDNS Kena Ransomware Menteri Kominfo Budi Arie Setiadi Harus Mundur! - Tandatangani Petisi! https://t.co/KfyT3EADvN via @ChangeOrg_ID","1808722306149273716","","kemgelapan","in","Jakarta Barat, DKI Jakarta","0","0","0","https://x.com/hamabemnm/status/1808722306149273716","111060158","hamabemnm"
"1808722038980555110","Thu Jul 04 04:38:33 +0000 2024","0","Pengunduran ini lantaran dirinya merasa gagal dalam menangani permasalahan eror-nya Pusat Data Nasional (PDN) buntut serangan ransomware pada 20 Juni 2024. https://t.co/FeSAwKv9wG via @tribunnews","1808722038980555110","","","in","Aceh","0","0","0","https://x.com/serambinews/status/1808722038980555110","64635651","serambinews"
"1808721397214294050","Thu Jul 04 04:36:00 +0000 2024","0","Kominfo mengaku telah mencoba kunci dekripsi data PDNS 2 dari kelompok hacker Ransomware Brain Cipher. Simak keterangan Kominfo: https://t.co/6jMROzKkZ1","1808721397214294050","","","in","","0","0","0","https://x.com/detikcom/status/1808721397214294050","69183155","detikcom"
"1808721145614454912","Thu Jul 04 04:35:00 +0000 2024","3","Heboh PDNS diretas ransomware. Mantan Kepala BIN Jenderal TNI (Purn) AM Hendropriyono mengusulkan adanya tentara siber. https://t.co/1wSVJQTZf3","1808721145614454912","","","in","","0","4","1","https://x.com/detikcom/status/1808721145614454912","69183155","detikcom"
"1808721065956552930","Thu Jul 04 04:34:41 +0000 2024","0","Drama Serangan Ransomware PDN Berakhir Brain Cipher Bagikan Kunci Pembuka Data https://t.co/4RxHMBFopC https://t.co/OuahB2Pw8V","1808721065956552930","https://pbs.twimg.com/media/GRneOD8boAAVzIr.jpg","","in","Medan","0","0","0","https://x.com/sibnewsnetwork/status/1808721065956552930","2208471464","sibnewsnetwork"
"1808702652743888915","Thu Jul 04 04:31:15 +0000 2024","1","@AryBandung Seharusnya Ibu tsb blm pensiun krn datanya terkunci akibat ransomware.","1808720201128817051","","AryBandung","in","","0","1","0","https://x.com/hendriprabowo/status/1808720201128817051","177775297","hendriprabowo"
"1808720141766775246","Thu Jul 04 04:31:00 +0000 2024","12","Semuel Pangerapan mengundurkan diri dari jabatan Direktur Jenderal Aplikasi dan Informatika (Aptika) Kementerian Komunikasi dan Informatika (Kominfo) akibat serangan ransomware yang menyasar Pusat Data Nasional Sementara (PDNS) 2 pada 20 Juni 2024 lalu. Kejadian ini https://t.co/qjoziQP9op","1808720141766775246","https://pbs.twimg.com/amplify_video_thumb/1808720085286334467/img/sRW3sZb7vN05zN9n.jpg","","in","","3","3","3","https://x.com/NarasiNewsroom/status/1808720141766775246","1158355819512991747","NarasiNewsroom"
"1808719924564799581","Thu Jul 04 04:30:09 +0000 2024","65","Semuel Abrijani Pangerapan Dirjen Aplikasi &amp; Informatika (Aptika) Kominfo resmi mengundurkan diri akibat serangan ransomware yang menyasar Pusat Data Nasional Sementara (PDNS) mentri kominfonya kapan nyusul? https://t.co/T5xqZDxu5c","1808719924564799581","https://pbs.twimg.com/media/GRndLpbbMAE6USn.jpg","","in","BINTANG KEJORA","3","27","13","https://x.com/txtdrimedia/status/1808719924564799581","1300484934449000448","txtdrimedia"
"1808719911621120105","Thu Jul 04 04:30:06 +0000 2024","0","PDNS yang ada di Surabaya Jawa Timur itu alami serangan virus Ransomware. Semuel mengklaim telah ajukan pengunduran diri sejak 1 Juli 2024.","1808719913575723044","","lensaRTV","in","Indonesia","0","0","0","https://x.com/lensaRTV/status/1808719913575723044","2393930923","lensaRTV"
"1808718348165001370","Thu Jul 04 04:23:53 +0000 2024","0","Nah ini Ksatria bener Tinggal menterinya ditunggu tanggung jawabnya Dirjen Aptika Kominfo Semuel Pangerapan Mundur Imbas Ransomware PDNS https://t.co/152CcFo9vL","1808718348165001370","","","in","","0","0","0","https://x.com/s_mulyatie/status/1808718348165001370","232887930","s_mulyatie"
"1808717664929599988","Thu Jul 04 04:21:10 +0000 2024","0","Saya gak suka judi pak mending uangnya buat cash genshin PDNS Kena Ransomware Menteri Kominfo Budi Arie Setiadi Harus Mundur! - Tandatangani Petisi! https://t.co/EsEtR2ggWl via @ChangeOrg_ID","1808717664929599988","","","in","Indonesia","0","0","0","https://x.com/Ryankarnasi/status/1808717664929599988","1061619348178055168","Ryankarnasi"
"1808489413938213314","Thu Jul 04 04:20:44 +0000 2024","0","@lantip Ini ada info katanya ada 2 ransomware ya bener apa engga?","1808717557983236550","","lantip","in","Jakarta","0","2","0","https://x.com/rditama/status/1808717557983236550","376617775","rditama"
"1808549223069368773","Thu Jul 04 04:20:40 +0000 2024","1","@ebonXboy @Dennysiregar7 dia tdk BODOH tp LICIK &amp; OTAK MALING. Ransomware utk menghapus jejak sambil meminta tambahan anggaran untuk dirampok. #DARTOHELM","1808717540568543369","","ebonXboy","in","","0","1","1","https://x.com/TRAITOR_NKRI/status/1808717540568543369","1753676972037943296","TRAITOR_NKRI"
"1808549223069368773","Thu Jul 04 04:17:53 +0000 2024","0","@Dennysiregar7 Tapi hanya akan menjadi Gossip karena Bukti data sudah dimakan sama Ransomware Darto Helm bermain dikubangan dan mendapat tugas mensupport logistik utk Sang Pangeran Pisang saat Pilkada makanya ajukan tambahan anggaran.Sakali dayung 2 pulau terlampaui.#MUKIDI","1808716838580236452","","Dennysiregar7","in","","0","1","0","https://x.com/TRAITOR_NKRI/status/1808716838580236452","1753676972037943296","TRAITOR_NKRI"
"1808716759580692691","Thu Jul 04 04:17:34 +0000 2024","1","File PDNS yang Dikunci Ransomware Brain Cipher Berhasil Dibuka Pemulihan Data Terus Berlanjut https://t.co/vXUgEqznq3","1808716759580692691","","","in","","1","0","1","https://x.com/Lip6Tekno/status/1808716759580692691","1435437240","Lip6Tekno"
"1808716576264499580","Thu Jul 04 04:16:50 +0000 2024","5","respek dengan sikap Cak @SPangerapan yang memilih mundur sebagai bentuk tanggung jawab penanganan pusat data yang dimasukin ransomware. kebayang obrolan dulu mengenai komitmennya menjaga sistem keamanan dan membangun kepercayaan internasional atas sistem digital Indonesia.","1808716576264499580","","","in","ÜT: -7.544538,110.789063mbm sr","2","1","2","https://x.com/blontankpoer/status/1808716576264499580","68083793","blontankpoer"
"1808029024867713279","Thu Jul 04 04:15:30 +0000 2024","0","@rajaonan @RidhoRahmadi85 apa? gmn ya jelasin nya jadi gini ransomware itu jenis software yg berupa virus yg tujuan nya minta tebusan siapa saja bisa buat. teknologi yg dipakai virus ini adalah enkripsi atau gampang nya pasword gitu lah nah teknologi ini free bisa diakses semua orang anggap saja ZIP","1808716239587688902","","rajaonan","in","","0","0","0","https://x.com/fantastixue/status/1808716239587688902","1335341158361264128","fantastixue"
"1808510854331338805","Thu Jul 04 04:14:46 +0000 2024","4","@Iwantrianto6 @MurtadhaOne1 Emang oknum orang dalam. Dilihat dari tata bahasa english-indonya jika tidak ada yg nonaktifkan defender mana mungkin server bisa kena ransomware? Kuncinya di berikan gratis karena Penyelidik sudah kantongin namanya. Ketakutan di tangkap oknum org dlm itu.","1808716055524880423","","Iwantrianto6","in","","0","0","0","https://x.com/aasikinn27/status/1808716055524880423","2661239670","aasikinn27"
"1808716043550142687","Thu Jul 04 04:14:43 +0000 2024","0","Nah ini baru ok Dirjen Aptika Kominfo Semuel Pangerapan Mundur Imbas Ransomware PDNS https://t.co/eKZVyUmjNn","1808716043550142687","","","in","Indonesian","0","0","0","https://x.com/Bons631/status/1808716043550142687","1347319305646456839","Bons631"
"1808715934405964169","Thu Jul 04 04:14:17 +0000 2024","0","Menteri @kemkominfo kapan mundur ? Dirjen Aptika @kemkominfo Semuel Pangerapan Mundur Imbas #Ransomware PDNS https://t.co/ROGMxlHMGx","1808715934405964169","","","in","Kota Semarang, Jawa Tengah","0","0","0","https://x.com/m4s4g03s/status/1808715934405964169","2487707222","m4s4g03s"
"1808715726783422905","Thu Jul 04 04:13:28 +0000 2024","0","Indonesia's Ransomware Crisis: https://t.co/8ospeBmFjE","1808715726783422905","","","in","UK and the World","0","0","0","https://x.com/cyberrossholmes/status/1808715726783422905","1519938776881147904","cyberrossholmes"
"1808715238424162482","Thu Jul 04 04:11:31 +0000 2024","7","Dirjen Kominfo Mengundurkan Diri Imbas Serangan Ransomware pada Pusat Data Nasional | #Kominfo #SemuelPangerapan https://t.co/i73FKWVb4V","1808715238424162482","https://pbs.twimg.com/media/GRnYw2NaUAIuEDB.jpg","","in","Jakarta","4","1","2","https://x.com/kompascom/status/1808715238424162482","23343960","kompascom"
"1808707534720749602","Thu Jul 04 04:08:49 +0000 2024","4","@B3doel___ Breaking News! Ditjen Aptika Kominfo Samuel Pangerapan resmi mundur imbas Ransomware PDNS https://t.co/9xPWSH69zv","1808714559752187988","","B3doel___","in","iNews Tower","0","1","0","https://x.com/officialinews_/status/1808714559752187988","132078023","officialinews_"
"1808713574417904057","Thu Jul 04 04:04:55 +0000 2024","1","Respect ada rasa malu smga diikuti yg lain Direktur Jenderal Aptika Kominfo Semuel A. Pangerapan mundur dari jabatannya. Keputusan ini tidak terlepas dari kasus serangan ransomware Brain Ciphe https://t.co/71hiaXs6JM","1808713574417904057","","","in","Nomaden","0","0","1","https://x.com/bie103/status/1808713574417904057","1101548671118696448","bie103"
"1808541205653041306","Thu Jul 04 04:02:05 +0000 2024","0","@sandyverden @yohanes @0xf4c0 ini kira2 cara ransomware masuk ke shared storage gimana ya apa shared storage itu dimount jg ke pc admin (windows yg kena lockbit)?","1808712864464519444","","sandyverden","in","Jakarta Capital Region, Indone","0","1","0","https://x.com/kiqi01/status/1808712864464519444","2449337886","kiqi01"
"1808712206881861926","Thu Jul 04 03:59:29 +0000 2024","63","Dirjen Aptika Kementerian Komunikasi dan Informatika Semuel Abrijadi Pangerapan mundur dari jabatannya pada Kamis (4/7). Samuel mundur setelah Pusat Data Nasional Sementara 2 di Surabaya hampir dua pekan diserang ransomware. Tidak terasa sudah delapan tahun saya bertemu https://t.co/BaH1szPLBc","1808712206881861926","https://pbs.twimg.com/media/GRnWKg8bMAIhAed.jpg","","in","","15","8","20","https://x.com/catchmeupco/status/1808712206881861926","1162545299614662656","catchmeupco"
"1808711922440942015","Thu Jul 04 03:58:21 +0000 2024","0","BREAKING NEWS! Dirjen Aptika Kominfo Semuel Mundur Usai Serangan Ransomware ke PDN Dirjen Aptika Kominfo Semuel A Pangerapan mengundurkan diri dari jabatannya. Semuel mengatakan dirinya bertanggung jawab secara teknis atas serangan Ransomware ke Pusat Data Nasional (PDN). https://t.co/g32NAgpt1K","1808711922440942015","https://pbs.twimg.com/ext_tw_video_thumb/1808711811505729536/pu/img/Uh7EvDV4ExPc4efi.jpg","","in","Pekalongan, Indonesia","0","1","0","https://x.com/pekalongan_info/status/1808711922440942015","802181984675995648","pekalongan_info"
"1808703528518758804","Thu Jul 04 03:48:56 +0000 2024","1","@SeruniPuspaAlam awas data nya kena ransomware","1808709554513006687","","SeruniPuspaAlam","in","Indonesia","0","0","0","https://x.com/G3org3otj/status/1808709554513006687","786051696644325376","G3org3otj"
"1808709230876373355","Thu Jul 04 03:47:39 +0000 2024","0","#BREAKINGNEWS Ditjen Aptika Kominfo Samuel Pangerapan resmi mundur imbas Ransomware PDNS https://t.co/9xPWSH69zv","1808709230876373355","","","in","iNews Tower","0","0","0","https://x.com/officialinews_/status/1808709230876373355","132078023","officialinews_"
"1808709199670751255","Thu Jul 04 03:47:32 +0000 2024","8","Sammy membenarkan alasannya mundur terkait kasus serangan ransomware ke PDNS 2. Menurutnya dirinya sebagai Dirjen Aptika Kominfo secara teknis adalah sebagai penanggung jawab. https://t.co/8E4usr2clR","1808709199670751255","","","in","","0","1","1","https://x.com/detikcom/status/1808709199670751255","69183155","detikcom"
"1808709123250532795","Thu Jul 04 03:47:13 +0000 2024","0","Brain Cipher kelompok peretas yang mengaku menyerang Pusat Data Nasional Sementara (PDNS) 2 memberi secara cuma-cuma tautan yang diklaim berisi kunci dekripsi data-data yang kena ransomware sambil tetap mengeluarkan ancaman. Kami menunggu pihak kedua secara resmi https://t.co/S6R0408jgw","1808709123250532795","https://pbs.twimg.com/media/GRnTXEbaUAA_f31.jpg","","in","","0","0","0","https://x.com/inilahdotcom/status/1808709123250532795","46693036","inilahdotcom"
"1808707637221151152","Thu Jul 04 03:41:19 +0000 2024","0","Ini baru benar semoga yg lain yg merasa bertanggung jawab juga mengikuti. Terima kasih pak Dirjen atas dedikasinya selama ini. Dirjen Aptika Kominfo Semuel Pangerapan Mundur Imbas Ransomware PDNS https://t.co/mxFPaGP4pp","1808707637221151152","","","in","Aceh, Indonesia","0","1","0","https://x.com/AlfajrianAB/status/1808707637221151152","1209440179972259841","AlfajrianAB"
"1808707534720749602","Thu Jul 04 03:40:55 +0000 2024","46","BREAKINGNEWS Dirjen Aptika Kominfo Semuel Pangerapan Mundur Imbas Ransomware PDNS Menterinya kapan?? https://t.co/1ulmT4Z7UG","1808707534720749602","https://pbs.twimg.com/media/GRnR6tOaoAEZnN0.jpg","","in","","4","16","18","https://x.com/B3doel___/status/1808707534720749602","1351138416088510467","B3doel___"
"1808707486867992653","Thu Jul 04 03:40:43 +0000 2024","19","#BREAKINGNEWS Dirjen Aptika Kominfo Semuel Pangerapan Mundur Imbas Ransomware PDNS https://t.co/0Rp1epo6sr https://t.co/qZWhhlk3kO","1808707486867992653","https://pbs.twimg.com/media/GRnRtYjaUAEN29S.jpg","","in","","3","7","6","https://x.com/CNNIndonesia/status/1808707486867992653","17128975","CNNIndonesia"
"1808703064918085706","Thu Jul 04 03:38:41 +0000 2024","0","@sonkski_ Balas budi pakek ransomware","1808706975997555029","","sonkski_","in","Jakarta","0","1","0","https://x.com/spillars/status/1808706975997555029","150224470","spillars"
"1808705936187666883","Thu Jul 04 03:34:33 +0000 2024","1","Kelompok ransomware Brain Cipher yang mengaku meretas Pusat Data Nasional Sementara (PDNS) 2 mengklaim bahwa serangan siber ini dilakukan sebagai 'pel... https://t.co/xbF7cHiI73","1808705936187666883","","","in","","0","0","0","https://x.com/inilahdotcom/status/1808705936187666883","46693036","inilahdotcom"
"1808705825168634282","Thu Jul 04 03:34:07 +0000 2024","2","Alasan pengunduran diri Semuel berkaitan dengan insiden ransomware yang menyerang Pusat Data Nasional (PDN). https://t.co/tFsLPCDQK2","1808705825168634282","","","in","Jakarta","0","2","0","https://x.com/kompascom/status/1808705825168634282","23343960","kompascom"
"1808705064170893526","Thu Jul 04 03:31:06 +0000 2024","676","#BREAKINGNEWS Dirjen Aptika Kominfo Semuel Pangerapan Mundur Imbas Ransomware PDNS https://t.co/7oWEVJgir8","1808705064170893526","","","in","","92","136","182","https://x.com/CNNIndonesia/status/1808705064170893526","17128975","CNNIndonesia"
"1808704971086704770","Thu Jul 04 03:30:43 +0000 2024","365","Dirjen Aptika Kominfo Semuel A Pangerapan mengundurkan diri dari jabatannya. Semuel mengatakan dirinya bertanggung jawab secara teknis atas serangan Ransomware ke Pusat Data Nasional (PDN). Semuel mengatakan bahwa dirinya sudah mengajukan pengunduran diri sejak 1 Juli 2024. https://t.co/AMKvuAqJHm","1808704971086704770","https://pbs.twimg.com/media/GRnPoVkbMAAN50B.jpg","","in","Indonesia","129","83","144","https://x.com/KompasTV/status/1808704971086704770","71436318","KompasTV"
"1807969345265717290","Thu Jul 04 03:30:28 +0000 2024","0","@pikiran_rakyat kunci #ransomware #lockbit 3.0 di #pdns dikasih gratis? Bisjadkar: 1. data ga penting 2. data sudah dicopy 3. ditalangin bandar judol 4. salah sasaran 5. nitip backdoor 6. hacker magang 7. ...","1808704907928646042","","pikiran_rakyat","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/bajingku/status/1808704907928646042","96043003","bajingku"
"1808637842517864658","Thu Jul 04 03:29:50 +0000 2024","0","@ndhdah Kena ransomware nyor jadi datanya hampir sebagian datanya tdk bisa diselamatkan","1808704747748347972","","ndhdah","in","Bekasi Timur, Indonesia","0","0","0","https://x.com/mayongandhika/status/1808704747748347972","99933850","mayongandhika"
"1808222165013287240","Thu Jul 04 03:28:21 +0000 2024","0","@kafiradikalis Goblog aja orang yg percaya PDN dihack pake ransomware sama hacker. Ransomware itu malware untuk bisa aktif harus dieksekusi. Kalo ada sebuah file malware sampe bisa dieksekusi di sebuah institusi Data Nasional artinya diloloskan atau memang orang ITnya kerjanya gak becus.","1808704372051726670","","kafiradikalis","in","Ansan-si, Republic of Korea","0","0","0","https://x.com/IndonesiaR4Y4/status/1808704372051726670","3448642580","IndonesiaR4Y4"
"1808704321523175609","Thu Jul 04 03:28:09 +0000 2024","0","Pada akhirnya mentri tersebut tidak resign dan masalah ransomware sudah diberikan kuncinya. Rakyat tetap bayar pajak dan bayar donasi pula.","1808704321523175609","","","in","The Shed End","0","0","0","https://x.com/cdhsrm/status/1808704321523175609","88694433","cdhsrm"
"1808703605765198325","Thu Jul 04 03:25:18 +0000 2024","0","Pusat Data Nasional (PDN) Diserang Ransomware Begini Nasib Data di Kalsel...https://t.co/Etjs9xb4YI","1808703605765198325","","","in","Kalimantan Selatan","0","0","0","https://x.com/radarbanjarmsin/status/1808703605765198325","534955984","radarbanjarmsin"
"1808502362564350003","Thu Jul 04 03:22:27 +0000 2024","1","@GheaOmp @S4N_W1B1 Lha itu gunanya RANSOMWARE yg bs dimanfaatkan utk menghapus kejahatan2 yg lalu..stlh cuci bersih data kunci diberikan FREE.. @hackerid86","1808702890422292517","","GheaOmp","in","","0","0","0","https://x.com/rtobg71/status/1808702890422292517","1745326212350869504","rtobg71"
"1808699173845545224","Thu Jul 04 03:07:41 +0000 2024","0","Hacker ransomware yang menyerang Pusat Data Nasional Sementara (PDNS) mengumumkan bahwa mereka telah memberikan kunci enkripsi kepada pemerintah https://t.co/PHmjlEerwo","1808699173845545224","","","in","Indonesia","0","0","0","https://x.com/indoinsidenews/status/1808699173845545224","1086109802122473472","indoinsidenews"
"1808697601812017202","Thu Jul 04 03:01:26 +0000 2024","0","Hacker Brain Cipher Tepati Janji Rilis Kunci Enkripsi Gratis Ransomware PDN Sindikat kriminal Brain Cipher yang meretas Pusat Data Nasional Sementara dengan serangan ransomware pada Rabu (3/7/2024) malam merilis kunci enkripsi yang telah menggembok data yang tersimpan pada https://t.co/ljOt5ch0Gc","1808697601812017202","https://pbs.twimg.com/media/GRnIiTybMAMd6Rt.jpg","","in","Palmerah, Jakarta","0","0","0","https://x.com/hariankompas/status/1808697601812017202","255866913","hariankompas"
"1808696094853050644","Thu Jul 04 02:55:27 +0000 2024","4","Brain Cipher Berikan Kunci Enkripsi Ransomware PDNS Akhiri Drama Serangan Siber https://t.co/AvNHgdaVKc","1808696094853050644","","","in","Kota Surabaya, Jawa Timur","0","0","2","https://x.com/e100ss/status/1808696094853050644","848614550","e100ss"
"1808695070692159732","Thu Jul 04 02:51:23 +0000 2024","17","Presiden Joko Widodo buka suara atas desakan sejumlah pihak yang meminta Budi Arie Setiadi mundur dari jabatan sebagai Menteri Komunikasi dan Informatika. Ia menyatakan semuanya sudah dievaluasi. Desakan itu dikaitkan dengan insiden peretasan dalam bentuk ransomware pada https://t.co/tSsh2JILGd","1808695070692159732","https://pbs.twimg.com/media/GRnGe0uaUAMW9Zj.jpg","","in","Jakarta Capital Region","0","0","2","https://x.com/asumsico/status/1808695070692159732","829366551446818816","asumsico"
"1808690970017550481","Thu Jul 04 02:35:05 +0000 2024","0","Kelompok Peretas Brain Chiper Akan Beri Kunci Ransomware Secara Cuma-cuma: Pihak yang mengaku sebagai hacker pelaku peretasan Pusat Data Nasional muncul di media sosial. https://t.co/NEr3T9RHZ8","1808690970017550481","","","in","Pulo Gadung, Indonesia","0","0","0","https://x.com/tvOneNews/status/1808690970017550481","55507370","tvOneNews"
"1808497884176036103","Thu Jul 04 02:34:42 +0000 2024","0","@AquaReqia @stealthmole_int waduh dibuka linknya jangan kaget kalau tiba komputermu kena ransomware ya bang wkwk","1808690871053005123","","AquaReqia","in","Kota Surabaya, Jawa Timur","0","0","0","https://x.com/loiloe77/status/1808690871053005123","1642885975054467076","loiloe77"
"1808541205653041306","Thu Jul 04 02:34:41 +0000 2024","0","@mziim @yohanes @0xf4c0 sejenis ransomware juga jadi pdn ini kena 2 ransomware","1808690869740187903","","mziim","in","Indonesia","0","0","0","https://x.com/thomaschandra/status/1808690869740187903","59337163","thomaschandra"
"1808686763617235300","Thu Jul 04 02:18:22 +0000 2024","0","Hari gini masih ada yang gratis kecuali nafas dan kentut ? Hacker Ransomware Resmi Beri Kunci Akses PDN Gratis Ini Kata Ahli IT https://t.co/HkNUOifBeT","1808686763617235300","","","in","bandung","0","0","0","https://x.com/bambangSud/status/1808686763617235300","63598677","bambangSud"
"1808684550845051389","Thu Jul 04 02:09:35 +0000 2024","0","Pusat Data Nasional Sementara Alami Gangguan BSSN: Diserang Ransomware Brain Chiper https://t.co/VIwa9BnHxo","1808684550845051389","","","in","Jakarta","0","0","0","https://x.com/okezonenews/status/1808684550845051389","47274731","okezonenews"
"1808684151819940184","Thu Jul 04 02:08:00 +0000 2024","0","Mengamankan website dari serangan virus adalah langkah penting untuk menjaga data dan reputasi kalian loh Teman Mindu. Berikut tipsnya! #website #virus #malware #MalwareAlert #Malwarebytes #ransomware #device #belajarcoding #coding #accelistedukasiindonesia #AEDU https://t.co/sp0L3DoCPG","1808684151819940184","https://pbs.twimg.com/media/GRi370Ob0AUfShu.jpg","","in","","0","0","0","https://x.com/AccelistEdukasi/status/1808684151819940184","1666745106064613379","AccelistEdukasi"
"1808682503214895560","Thu Jul 04 02:01:27 +0000 2024","0","AHY: Data Kementerian ATR Tak Terintegrasi PDN Aman dari Ransomware. https://t.co/SqRbvuSuau","1808682503214895560","https://pbs.twimg.com/media/GRm7JRzaQAAAA6D.jpg","","in","","0","0","0","https://x.com/dwikiprazz/status/1808682503214895560","1174751904359833602","dwikiprazz"
"1808682143150920136","Thu Jul 04 02:00:01 +0000 2024","2","UPDATE! Geng Ransomware Brain Chiper Kembalikan Kunci Data PDNS Secara Gratis https://t.co/4NQNgcvI4W","1808682143150920136","","","in","Jakarta Capital Region","1","0","0","https://x.com/akuratco/status/1808682143150920136","786549338818224128","akuratco"
"1808678349801468174","Thu Jul 04 01:44:56 +0000 2024","0","Pencairan KIP Kuliah tertunda imbas PDNs down diserang ransomware lantaran itu Kementerian Pendidikan Kebudayaan Riset dan Teknologi (Kemendikbudristek https://t.co/pMnMAocrVh","1808678349801468174","","","in","","0","0","0","https://x.com/EICom2023/status/1808678349801468174","1722628603287117824","EICom2023"
"1808677782643429710","Thu Jul 04 01:42:41 +0000 2024","0","Woy cyber projo dari pd elu jd bampernya budi n joko mending lu benerin noh serangan ransomware. Eksistensi lu mana? Kok bisa kita kena bobol data berulang kali? Omdo lu","1808677782643429710","","","in","","0","0","0","https://x.com/lampu_patromaks/status/1808677782643429710","1681507194901254144","lampu_patromaks"
"1808418150360486150","Thu Jul 04 01:40:37 +0000 2024","0","@ARSIPAJA Tapi cuman di indo aja yang kena ransomware sampe lumpuh hampir 1 negara bahkan sampe hacker nya kasihan","1808677260255449369","","ARSIPAJA","in","","0","0","0","https://x.com/gb_sleepy/status/1808677260255449369","60553785","gb_sleepy"
"1808675873622798567","Thu Jul 04 01:35:06 +0000 2024","0","PDNS Kena Ransomware Menteri Kominfo Budi Arie Setiadi Harus Mundur! - Tandatangani Petisi! https://t.co/47aVtrDhmX lewat @ChangeOrg_ID","1808675873622798567","","","in","Tuban Cirebon Gresik Grobogan","0","0","0","https://x.com/SahoIsMe/status/1808675873622798567","403430339","SahoIsMe"
